"Date","Time","WBGT","Tg"
"2020/7/1","1:00","24.0","24.7"
"2020/7/1","2:00","23.7","23.7"
"2020/7/1","3:00","23.7","24.0"
"2020/7/1","4:00","23.2","24.0"
"2020/7/1","5:00","23.1","23.6"
"2020/7/1","6:00","22.9","24.7"
"2020/7/1","7:00","22.8","26.0"
"2020/7/1","8:00","23.1","26.5"
"2020/7/1","9:00","23.8","33.0"
"2020/7/1","10:00","24.4","33.3"
"2020/7/1","11:00","25.3","38.3"
"2020/7/1","12:00","25.9","41.8"
"2020/7/1","13:00","24.7","36.4"
"2020/7/1","14:00","26.0","39.6"
"2020/7/1","15:00","24.5","34.7"
"2020/7/1","16:00","23.9","32.3"
"2020/7/1","17:00","23.3","28.9"
"2020/7/1","18:00","22.9","27.2"
"2020/7/1","19:00","22.5","25.5"
"2020/7/1","20:00","22.5","24.8"
"2020/7/1","21:00","21.9","24.5"
"2020/7/1","22:00","21.6","24.1"
"2020/7/1","23:00",,
"2020/7/1","24:00",,
