"Date","Time","WBGT","Tg"
"2020/10/1","1:00","17.8","17.8"
"2020/10/1","2:00","17.2","17.2"
"2020/10/1","3:00","17.5","17.2"
"2020/10/1","4:00","17.1","16.7"
"2020/10/1","5:00","16.9","16.2"
"2020/10/1","6:00","16.8","16.3"
"2020/10/1","7:00","17.6","18.2"
"2020/10/1","8:00","18.9","22.0"
"2020/10/1","9:00","21.7","34.7"
"2020/10/1","10:00","22.2","37.6"
"2020/10/1","11:00","23.5","40.7"
"2020/10/1","12:00","22.0","39.8"
"2020/10/1","13:00","22.0","42.1"
"2020/10/1","14:00","21.6","38.8"
"2020/10/1","15:00","21.3","35.3"
"2020/10/1","16:00","21.2","36.2"
"2020/10/1","17:00","19.6","29.9"
"2020/10/1","18:00","18.4","22.1"
"2020/10/1","19:00","18.2","21.0"
"2020/10/1","20:00","17.9","20.2"
"2020/10/1","21:00","17.8","19.6"
"2020/10/1","22:00","17.6","18.6"
"2020/10/1","23:00","17.3","18.3"
"2020/10/1","24:00","17.0","17.2"
"2020/10/2","1:00","16.7","17.0"
"2020/10/2","2:00","16.4","16.1"
"2020/10/2","3:00","16.4","15.9"
"2020/10/2","4:00","16.4","15.9"
"2020/10/2","5:00","16.2","16.4"
"2020/10/2","6:00","15.8","15.5"
"2020/10/2","7:00","16.9","18.5"
"2020/10/2","8:00","18.4","22.8"
"2020/10/2","9:00","21.7","36.5"
"2020/10/2","10:00","22.4","39.4"
"2020/10/2","11:00","22.6","40.9"
"2020/10/2","12:00","23.1","42.5"
"2020/10/2","13:00","22.3","41.0"
"2020/10/2","14:00","22.4","39.2"
"2020/10/2","15:00","23.3","40.2"
"2020/10/2","16:00","21.9","36.3"
"2020/10/2","17:00","20.2","28.2"
"2020/10/2","18:00","18.8","22.4"
"2020/10/2","19:00","18.9","21.7"
"2020/10/2","20:00","19.3","21.4"
"2020/10/2","21:00","19.2","21.8"
"2020/10/2","22:00","19.0","21.2"
"2020/10/2","23:00","18.7","20.5"
"2020/10/2","24:00","18.3","19.5"
"2020/10/3","1:00","17.8","18.7"
"2020/10/3","2:00","17.9","19.0"
"2020/10/3","3:00","17.7","18.1"
"2020/10/3","4:00","17.9","18.2"
"2020/10/3","5:00","18.0","19.0"
"2020/10/3","6:00","18.0","19.2"
"2020/10/3","7:00","18.8","21.6"
"2020/10/3","8:00","20.7","28.0"
"2020/10/3","9:00","21.4","30.8"
"2020/10/3","10:00","23.3","38.4"
"2020/10/3","11:00","23.1","38.2"
"2020/10/3","12:00","22.6","35.3"
"2020/10/3","13:00","23.4","37.5"
"2020/10/3","14:00","20.7","28.3"
"2020/10/3","15:00","21.5","30.0"
"2020/10/3","16:00","20.7","27.7"
"2020/10/3","17:00","20.4","26.0"
"2020/10/3","18:00","20.8","24.3"
"2020/10/3","19:00","20.5","24.0"
"2020/10/3","20:00","20.8","23.7"
"2020/10/3","21:00","21.0","23.4"
"2020/10/3","22:00","20.7","22.3"
"2020/10/3","23:00","20.5","21.8"
"2020/10/3","24:00","20.4","22.4"
"2020/10/4","1:00","20.0","22.3"
"2020/10/4","2:00","19.8","21.4"
"2020/10/4","3:00","20.4","21.6"
"2020/10/4","4:00","20.3","21.6"
"2020/10/4","5:00","20.2","21.3"
"2020/10/4","6:00","20.1","21.1"
"2020/10/4","7:00","20.4","22.2"
"2020/10/4","8:00","21.1","25.1"
"2020/10/4","9:00","22.2","28.8"
"2020/10/4","10:00","22.0","28.9"
"2020/10/4","11:00","23.1","32.7"
"2020/10/4","12:00","23.1","31.9"
"2020/10/4","13:00","22.2","31.1"
"2020/10/4","14:00","23.3","35.0"
"2020/10/4","15:00","23.3","32.9"
"2020/10/4","16:00","21.6","25.6"
"2020/10/4","17:00","20.8","25.1"
"2020/10/4","18:00","20.6","24.3"
"2020/10/4","19:00","20.6","23.6"
"2020/10/4","20:00","21.0","23.5"
"2020/10/4","21:00","21.5","23.5"
"2020/10/4","22:00","21.5","23.4"
"2020/10/4","23:00","21.6","23.5"
"2020/10/4","24:00","21.5","23.6"
"2020/10/5","1:00","21.3","22.6"
"2020/10/5","2:00","21.4","23.1"
"2020/10/5","3:00","21.9","22.9"
"2020/10/5","4:00","22.0","22.9"
"2020/10/5","5:00","22.1","23.2"
"2020/10/5","6:00","21.3","21.9"
"2020/10/5","7:00","21.5","23.4"
"2020/10/5","8:00","21.7","24.3"
"2020/10/5","9:00","21.4","25.5"
"2020/10/5","10:00","22.3","29.5"
"2020/10/5","11:00","23.2","36.4"
"2020/10/5","12:00","21.0","28.6"
"2020/10/5","13:00","22.6","36.5"
"2020/10/5","14:00","22.3","37.3"
"2020/10/5","15:00","21.1","33.7"
"2020/10/5","16:00","20.7","33.7"
"2020/10/5","17:00","17.8","24.0"
"2020/10/5","18:00","16.3","19.7"
"2020/10/5","19:00","15.0","18.3"
"2020/10/5","20:00","14.2","17.2"
"2020/10/5","21:00","13.8","16.2"
"2020/10/5","22:00","13.8","16.0"
"2020/10/5","23:00","13.5","15.6"
"2020/10/5","24:00","13.8","15.5"
"2020/10/6","1:00","13.2","14.3"
"2020/10/6","2:00","13.1","14.3"
"2020/10/6","3:00","12.7","13.5"
"2020/10/6","4:00","13.0","14.3"
"2020/10/6","5:00","13.4","14.6"
"2020/10/6","6:00","13.5","15.0"
"2020/10/6","7:00","14.5","18.4"
"2020/10/6","8:00","16.1","24.3"
"2020/10/6","9:00","17.1","27.9"
"2020/10/6","10:00","17.1","26.6"
"2020/10/6","11:00","19.8","36.7"
"2020/10/6","12:00","20.0","35.9"
"2020/10/6","13:00","18.7","30.7"
"2020/10/6","14:00","17.7","27.1"
"2020/10/6","15:00","19.9","37.5"
"2020/10/6","16:00","18.7","33.6"
"2020/10/6","17:00","16.7","22.5"
"2020/10/6","18:00","15.2","19.1"
"2020/10/6","19:00","14.6","17.9"
"2020/10/6","20:00","14.5","17.0"
"2020/10/6","21:00","14.4","16.8"
"2020/10/6","22:00","14.2","16.6"
"2020/10/6","23:00","14.0","15.9"
"2020/10/6","24:00","13.9","14.3"
