"Date","Time","WBGT","Tg"
"2020/10/1","1:00","17.9","18.4"
"2020/10/1","2:00","17.5","18.0"
"2020/10/1","3:00","17.1","16.9"
"2020/10/1","4:00","17.0","16.8"
"2020/10/1","5:00","17.0","17.1"
"2020/10/1","6:00","17.1","17.0"
"2020/10/1","7:00","17.3","17.5"
"2020/10/1","8:00","17.9","18.5"
"2020/10/1","9:00","18.2","18.8"
"2020/10/1","10:00","19.0","22.5"
"2020/10/1","11:00","19.7","26.3"
"2020/10/1","12:00","21.2","31.2"
"2020/10/1","13:00","20.7","31.4"
"2020/10/1","14:00","22.5","36.5"
"2020/10/1","15:00","22.4","35.8"
"2020/10/1","16:00","20.1","24.6"
"2020/10/1","17:00","18.9","20.5"
"2020/10/1","18:00","18.2","18.1"
"2020/10/1","19:00","17.8","17.1"
"2020/10/1","20:00","17.7","16.8"
"2020/10/1","21:00","17.0","16.2"
"2020/10/1","22:00","16.6","15.6"
"2020/10/1","23:00","16.4","15.4"
"2020/10/1","24:00","16.1","15.2"
"2020/10/2","1:00","16.1","15.0"
"2020/10/2","2:00","16.2","15.1"
"2020/10/2","3:00","16.2","14.8"
"2020/10/2","4:00","15.8","14.7"
"2020/10/2","5:00","15.5","14.2"
"2020/10/2","6:00","15.4","14.3"
"2020/10/2","7:00","16.4","16.5"
"2020/10/2","8:00","18.7","27.7"
"2020/10/2","9:00","19.2","25.8"
"2020/10/2","10:00","21.6","38.4"
"2020/10/2","11:00","23.7","41.3"
"2020/10/2","12:00","23.5","42.1"
"2020/10/2","13:00","22.9","40.7"
"2020/10/2","14:00","23.0","39.0"
"2020/10/2","15:00","21.3","34.1"
"2020/10/2","16:00","18.7","24.6"
"2020/10/2","17:00","17.4","20.8"
"2020/10/2","18:00","18.9","19.6"
"2020/10/2","19:00","18.3","19.4"
"2020/10/2","20:00","18.4","19.9"
"2020/10/2","21:00","18.7","20.3"
"2020/10/2","22:00","18.6","19.8"
"2020/10/2","23:00","17.9","17.4"
"2020/10/2","24:00","17.7","16.5"
"2020/10/3","1:00","17.4","16.5"
"2020/10/3","2:00","17.7","16.8"
"2020/10/3","3:00","18.3","18.4"
"2020/10/3","4:00","17.7","17.5"
"2020/10/3","5:00","17.9","17.8"
"2020/10/3","6:00","17.9","18.5"
"2020/10/3","7:00","18.9","22.0"
"2020/10/3","8:00","20.0","25.7"
"2020/10/3","9:00","20.8","27.5"
"2020/10/3","10:00","23.8","40.5"
"2020/10/3","11:00","24.4","39.8"
"2020/10/3","12:00","23.3","36.3"
"2020/10/3","13:00","21.9","30.4"
"2020/10/3","14:00","23.3","33.4"
"2020/10/3","15:00","21.1","27.6"
"2020/10/3","16:00","20.5","25.3"
"2020/10/3","17:00","19.1","21.8"
"2020/10/3","18:00","19.6","21.2"
"2020/10/3","19:00","19.4","20.9"
"2020/10/3","20:00","19.2","20.6"
"2020/10/3","21:00","19.4","20.2"
"2020/10/3","22:00","19.3","20.0"
"2020/10/3","23:00","18.9","19.9"
"2020/10/3","24:00","18.8","19.7"
"2020/10/4","1:00","18.7","19.6"
"2020/10/4","2:00","18.6","19.3"
"2020/10/4","3:00","18.5","19.0"
"2020/10/4","4:00","18.7","18.9"
"2020/10/4","5:00","18.5","18.9"
"2020/10/4","6:00","18.4","18.7"
"2020/10/4","7:00","18.5","20.0"
"2020/10/4","8:00","19.1","21.4"
"2020/10/4","9:00","19.6","23.2"
"2020/10/4","10:00","21.6","29.4"
"2020/10/4","11:00","22.7","34.3"
"2020/10/4","12:00","24.3","40.9"
"2020/10/4","13:00","23.5","34.2"
"2020/10/4","14:00","21.9","28.7"
"2020/10/4","15:00","21.6","26.5"
"2020/10/4","16:00","20.9","24.3"
"2020/10/4","17:00","20.1","22.8"
"2020/10/4","18:00","20.0","21.5"
"2020/10/4","19:00","20.0","21.2"
"2020/10/4","20:00","19.7","20.6"
"2020/10/4","21:00","19.6","19.7"
"2020/10/4","22:00",,
"2020/10/4","23:00",,
"2020/10/4","24:00",,
